,predicted_class,ProbMax
520,2583,0.6215999999999999
521,2280,0.1414
522,40,0.0999
523,10,0.0707
524,2280,0.1035
525,10,0.0933
526,2585,0.0168
527,10,0.0857
528,1281,0.018000000000000002
529,10,0.052000000000000005
530,1920,0.1656
531,1920,0.2288
532,2220,0.0169
533,1300,0.08900000000000001
534,2522,4.2703
535,1300,0.028399999999999998
536,2280,0.0085
537,2220,0.0814
538,2583,0.4266
539,10,0.0917
540,2583,0.7249
541,2403,0.6383
542,2403,0.1481
543,2583,0.5024000000000001
544,2585,0.057800000000000004
545,2583,0.0842
546,1281,0.013000000000000001
547,1160,1.4944
548,1920,0.6520999999999999
549,2280,0.021400000000000002
550,1920,0.39770000000000005
551,1300,0.2901
552,2403,0.5710999999999999
553,1280,0.0256
554,2462,0.1253
555,1160,0.032
556,2280,0.1014
557,1300,0.021400000000000002
558,2583,0.0158
559,1920,0.0729
560,60,1.6029
561,2522,0.0159
562,2583,0.0256
563,2060,0.0204
564,2522,0.0639
565,2522,4.1054
566,1920,0.7415
567,1160,0.6182
568,2583,1.5669
569,10,0.0644
570,2060,0.1709
571,2522,0.1104
572,1920,0.0246
573,1302,0.0892
574,2060,0.015
575,2705,0.0897
576,2280,0.0252
577,2280,0.017
578,2060,0.11349999999999999
579,1560,0.1067
580,1280,0.028399999999999998
581,2705,0.0178
582,1560,0.009000000000000001
583,1160,0.3779
584,1300,0.021
585,1300,0.053899999999999997
586,40,0.0291
587,2280,0.17980000000000002
588,2583,0.8351000000000001
589,2583,0.3569
590,2060,0.0337
591,2280,0.0776
592,1920,1.1742
593,1920,0.6126
594,2905,0.5356000000000001
595,1560,0.0473
596,2522,0.0693
597,2280,0.1255
598,2583,0.4698
599,2462,0.0859
600,1300,0.2683
601,1160,0.4407
602,1140,0.3012
603,2280,0.053399999999999996
604,10,0.1093
605,2583,0.2266
606,1300,0.053399999999999996
607,2583,0.6282
608,10,0.09210000000000002
609,10,0.0126
610,2403,0.012
611,1920,0.0513
612,2060,0.061799999999999994
613,1280,0.0305
614,2905,0.0708
615,2403,0.23579999999999998
616,1560,0.08789999999999999
617,1920,0.26649999999999996
618,2585,0.2934
619,1302,0.4401
620,2583,0.46409999999999996
621,2060,0.0191
622,1320,0.019299999999999998
623,1160,0.0924
624,1320,0.018500000000000003
625,2583,0.0832
626,2582,0.0137
627,60,0.2447
628,2582,0.0384
629,2060,0.0168
630,1281,0.022000000000000002
631,1940,0.0321
632,2522,0.012
633,1280,0.0373
634,10,0.1577
635,10,0.312
636,2583,0.0378
637,1300,0.2877
638,1920,0.0207
639,2583,0.5801
640,2060,0.0533
641,2582,0.0377
642,10,0.3665
643,50,0.0195
644,2522,0.0353
645,1140,0.055
646,10,0.14429999999999998
647,50,0.0092
648,1301,0.0302
649,1560,0.054299999999999994
650,2585,0.0192
651,10,0.2821
652,2462,0.021
653,1920,0.0097
654,1160,0.0545
655,40,0.4562
656,1160,0.42450000000000004
657,50,0.0334
658,1300,0.45280000000000004
659,2522,0.0113
660,2403,0.6770999999999999
661,2583,1.5163
662,60,1.4316
663,10,0.011399999999999999
664,1280,0.0974
665,1160,0.19010000000000002
666,1920,0.509
667,2280,0.0175
668,60,0.0134
669,2403,0.20440000000000003
670,10,0.0176
671,2583,0.1436
672,2583,0.4779
673,1280,0.0378
674,1300,0.5898
675,2585,0.0171
676,10,0.0151
677,1920,0.0199
678,1280,0.0542
679,10,0.3774
680,2060,0.0105
681,1280,0.0165
682,1920,0.0141
683,2522,0.2921
684,40,0.058499999999999996
685,1300,1.5692
686,60,1.6106
687,2522,0.034300000000000004
688,1280,0.055999999999999994
689,1160,0.0183
690,2403,0.5847
691,1300,0.5684
692,10,0.3774
693,1300,1.4402000000000001
694,2060,0.0451
695,10,0.0106
696,1280,0.0339
697,2582,0.0382
698,1560,0.0281
699,1160,0.1793
700,2060,0.0074
701,1560,0.0282
702,2060,0.1734
703,1280,0.020099999999999996
704,2582,0.0072
705,2220,0.1149
706,2522,0.0199
707,2585,0.08869999999999999
708,1280,0.0873
709,1160,0.1746
710,10,0.13390000000000002
711,1300,0.4182
712,1280,0.0404
713,1320,0.0111
714,1140,0.0712
715,1920,0.1011
716,1301,0.0801
717,1920,0.0255
718,10,0.10300000000000001
719,2583,0.0113
720,1302,0.028900000000000002
721,10,0.0233
722,2403,0.3274
723,2462,0.0115
724,2060,0.0821
725,2522,0.3851
726,40,0.028999999999999998
727,2060,0.16820000000000002
728,2585,0.6698000000000001
729,2403,0.14550000000000002
730,1280,0.006500000000000001
731,1180,0.1177
732,1281,0.021099999999999997
733,2522,0.026600000000000002
734,1160,0.18
735,2522,0.2955
736,2280,0.0849
737,2462,0.1281
738,1280,0.0212
739,2522,0.0796
740,2583,0.0241
741,2462,0.0159
742,2522,0.0092
743,2403,0.019299999999999998
744,1280,0.0513
745,40,0.4138
746,2582,0.024
747,1320,0.7857
748,2522,0.0797
749,1920,0.32770000000000005
750,1160,0.20579999999999998
751,1920,0.0208
752,2403,0.1359
753,1920,0.7106
754,2583,1.2206000000000001
755,2705,0.0258
756,1280,0.027000000000000003
757,2403,0.1361
758,2280,0.0895
759,2403,0.0731
760,1560,0.0174
761,2582,0.0127
762,2403,0.0184
763,1560,0.026600000000000002
764,1920,0.8218000000000001
765,10,0.0926
766,2583,0.3127
767,2280,0.0344
768,10,0.107
769,1300,0.32530000000000003
770,1160,1.4058000000000002
771,2522,0.062400000000000004
772,2522,0.1757
773,2583,0.512
774,1560,0.029900000000000003
775,1160,0.7916
776,1140,0.0695
777,2705,0.0148
778,1280,0.0387
779,2583,0.3232
780,2522,0.008100000000000001
781,2585,0.0084
782,2060,0.0258
783,2280,0.026699999999999998
784,1302,0.08800000000000001
785,60,1.3855000000000002
786,1920,0.055099999999999996
787,2705,0.0124
788,10,0.0064
789,1560,0.0148
790,10,0.3774
791,2403,0.1519
792,1560,0.0393
793,1560,0.1573
794,1320,0.024300000000000002
795,1320,0.9979
796,2403,0.0273
797,1301,0.0302
798,2705,0.1508
799,1300,1.2607
800,2705,0.0213
801,2403,1.3692
802,2583,0.3018
803,2583,0.4576
804,2583,1.1183
805,10,0.041100000000000005
806,2522,0.37729999999999997
807,40,0.0096
808,2060,0.2195
809,1302,0.24280000000000002
810,10,0.1168
811,2582,0.0254
812,2403,0.0158
813,1940,0.0204
814,2060,0.0155
815,1300,0.8314
816,1280,0.023700000000000002
817,1302,0.20980000000000001
818,1302,0.354
819,2060,0.0464
820,2583,1.7489
821,1302,0.021
822,2522,0.1663
823,1281,0.048799999999999996
824,1281,0.07400000000000001
825,2583,0.5111
826,10,0.0072
827,2060,0.0101
828,10,0.0528
829,1940,0.008
830,2522,0.1174
831,1320,0.5211
832,2705,0.0791
833,1300,0.0129
834,10,0.32
835,2522,3.6748000000000003
836,2582,0.0751
837,2462,0.0124
838,2583,0.9929000000000001
839,10,0.2987
840,1301,0.7373000000000001
841,2403,0.1466
842,10,0.0347
843,1281,0.048600000000000004
844,10,0.1814
845,1280,0.0613
846,2522,3.7186000000000003
847,1300,1.213
848,1560,0.045
849,1280,0.047
850,1281,0.0281
851,1560,0.0475
852,2522,0.0209
853,2403,0.0075
854,2462,0.0125
855,10,0.046799999999999994
856,1940,0.018600000000000002
857,1160,0.2698
858,2583,0.2652
859,1300,1.3334000000000001
860,2060,0.032
861,1281,0.028999999999999998
862,1300,0.7862
863,2060,0.109
864,2462,0.10060000000000001
865,2280,0.1257
866,10,0.0684
867,2582,0.0441
868,1300,0.06570000000000001
869,10,0.1054
870,1320,0.051100000000000007
871,1160,0.0636
872,2462,0.1293
873,1280,0.0173
874,2585,0.23829999999999998
875,1302,0.2564
876,1320,0.0666
877,1140,0.0331
878,1160,0.16
879,10,0.3691
880,1320,0.0109
881,2583,0.3326
882,2403,0.11560000000000001
883,2705,0.09390000000000001
884,60,1.5131000000000001
885,1560,0.026000000000000002
886,2462,0.0554
887,2522,0.1348
888,1320,0.0074
889,2582,0.024700000000000003
890,2220,0.0409
891,2583,0.0277
892,2280,0.0246
893,10,0.058499999999999996
894,2403,0.233
895,1940,0.0691
896,2585,0.0313
897,2583,0.8632
898,2583,0.8831
899,2585,0.063
900,2705,0.23829999999999998
901,2522,4.2592
902,2905,1.5301
903,2522,0.6293
904,1920,0.4086
905,1300,0.9826999999999999
906,1560,0.0034999999999999996
907,2522,0.0433
908,2705,0.1008
909,1320,0.005600000000000001
910,1280,0.0239
911,2705,0.10279999999999999
912,1560,0.015
913,1160,0.0264
914,2060,0.0418
915,1300,0.6139
916,2583,0.11960000000000001
917,2905,1.2423
918,2583,0.2737
919,1160,0.25239999999999996
920,2583,0.6799
921,1560,0.0533
922,1300,0.7805
923,1301,0.026699999999999998
924,1280,0.0352
925,10,0.1514
926,1140,0.0227
927,10,0.030899999999999997
928,2462,0.0369
929,1300,0.7395999999999999
930,2583,0.8044
931,2583,1.297
932,2583,0.5343
933,1320,0.0258
934,1160,0.1454
935,1560,0.0779
936,1140,0.0213
937,1920,0.6342
938,1300,0.6465000000000001
939,2583,0.07980000000000001
940,1280,0.024900000000000002
941,2583,0.0327
942,2583,0.3797
943,2583,0.8066
944,1280,0.019799999999999998
945,2522,4.2486
946,2583,0.265
947,2583,0.3926
948,1160,0.024700000000000003
949,10,0.0694
950,2705,0.086
951,10,0.2556
952,2583,0.4719
953,1560,0.22870000000000001
954,1281,0.0436
955,1301,0.2999
956,2280,0.1018
957,1300,0.5
958,1140,0.0733
959,10,0.3611
960,2583,0.5229
961,2522,4.1652
962,2060,0.0144
963,2522,0.0455
964,1560,0.1857
965,10,0.1613
966,1920,0.0492
967,1920,0.1417
968,2905,0.7909999999999999
969,1300,0.5136999999999999
970,2583,0.3312
971,2585,0.3237
972,2462,0.024300000000000002
973,2583,0.0894
974,2583,0.019299999999999998
975,1160,0.1761
976,1300,0.4384
977,10,0.1469
978,1301,0.6034
979,1320,0.09539999999999998
980,10,0.20739999999999997
981,2583,0.8729
982,2583,1.3587
983,10,0.0175
984,2060,0.084
985,1302,0.04190000000000001
986,1280,0.025
987,1920,0.8835
988,1560,0.0825
989,2462,0.0258
990,2583,0.0861
991,2403,0.0208
992,1320,0.0206
993,1920,0.0559
994,50,0.0174
995,10,0.09939999999999999
996,2705,0.0562
997,2060,0.0271
998,1300,0.5579999999999999
999,1560,0.077
1000,2403,0.177
1001,10,0.006999999999999999
1002,10,0.13720000000000002
1003,2403,0.645
1004,2705,0.0524
1005,2060,0.0524
1006,2583,0.637
1007,1920,0.020499999999999997
1008,1560,0.2707
1009,2583,0.1875
1010,1920,0.2608
1011,10,0.0525
1012,1280,0.0342
1013,1300,0.10339999999999999
1014,1280,0.0126
1015,2583,0.005699999999999999
1016,2060,0.0268
1017,2583,0.20309999999999997
1018,10,0.14
1019,2522,0.046799999999999994
1020,2583,0.8573999999999999
1021,1300,0.42710000000000004
1022,1560,0.12050000000000001
1023,10,0.3014
1024,1560,0.0668
1025,1560,0.0235
1026,2583,0.0126
1027,10,0.15810000000000002
1028,2522,0.04650000000000001
1029,1300,0.9567
1030,1280,0.008199999999999999
1031,2060,0.018799999999999997
1032,1160,0.09140000000000001
1033,10,0.0276
1034,2403,0.4904
1035,2583,0.1472
1036,1180,0.0155
1037,10,0.0605
1038,1320,0.0086
1039,1920,1.0128
1040,1180,0.0341
1041,2582,0.0207
1042,1280,0.0134
1043,1281,0.0369
1044,2060,0.0141
1045,2462,0.1635
1046,10,0.30670000000000003
1047,2403,1.5411000000000001
1048,10,0.1782
1049,10,0.344
1050,1300,0.6296
1051,2583,0.1794
1052,1300,0.046
1053,10,0.0269
1054,2060,0.013300000000000001
1055,10,0.1535
1056,2583,0.0463
1057,2905,1.1842
1058,1302,0.012
1059,2583,0.071
1060,10,0.08929999999999999
1061,1560,0.237
1062,2280,0.0436
1063,2583,1.0959999999999999
1064,10,0.0608
1065,2462,0.14429999999999998
1066,1280,0.0415
1067,2583,1.7449000000000001
1068,1560,0.127
1069,1560,0.2418
1070,2060,0.0344
1071,2403,0.030899999999999997
1072,2462,0.013300000000000001
1073,2582,0.1009
1074,2705,0.1535
1075,2462,0.2932
1076,1300,0.436
1077,2280,0.0385
1078,1320,0.011699999999999999
1079,1301,0.5911
1080,2583,0.0986
1081,2905,0.1547
1082,2403,0.5371
1083,2280,0.1367
1084,1920,0.23879999999999998
1085,2403,0.1399
1086,1301,0.6419
1087,40,0.019299999999999998
1088,10,0.303
1089,10,0.3709
1090,10,0.0189
1091,1302,0.0091
1092,2403,1.3097
1093,60,0.035699999999999996
1094,2280,0.017
1095,1160,0.34990000000000004
1096,1280,0.036000000000000004
1097,2060,0.0617
1098,2060,0.1923
1099,1160,1.1120999999999999
1100,1300,0.5101
1101,2583,1.0846
1102,1560,0.0591
1103,2583,0.491
1104,2583,0.012199999999999999
1105,2403,0.09519999999999999
1106,2705,0.0924
1107,10,0.0873
1108,2060,0.0189
1109,2522,0.2836
1110,2583,0.6083
1111,1280,0.1107
1112,1920,0.0239
1113,1300,1.6887999999999999
1114,2585,0.011899999999999999
1115,1302,0.0975
1116,1302,0.028300000000000002
1117,2905,1.2736
1118,1300,1.0247
1119,2403,0.22870000000000001
1120,1280,0.0394
1121,2462,0.0645
1122,50,0.0067
1123,1300,0.061799999999999994
1124,1140,0.005699999999999999
1125,2522,0.39380000000000004
1126,2280,0.0499
1127,2583,0.6454000000000001
1128,1140,0.0316
1129,2583,0.7179000000000001
1130,10,0.0414
1131,2060,0.0438
1132,2582,0.0059
1133,1302,0.0473
1134,1280,0.0356
1135,10,0.1703
1136,40,0.21850000000000003
1137,1320,0.014499999999999999
1138,2060,0.0327
1139,1920,1.0937000000000001
1140,2462,0.1709
1141,1280,0.0042
1142,10,0.0755
1143,2403,0.0118
1144,60,1.2268000000000001
1145,10,0.3774
1146,1320,0.056900000000000006
1147,2585,0.1946
1148,2522,0.065
1149,2280,0.1616
1150,1560,0.14300000000000002
1151,1280,0.062
1152,1300,0.2184
1153,2280,0.030600000000000002
1154,1560,0.0265
1155,2583,0.30079999999999996
1156,10,0.055
1157,10,0.028399999999999998
1158,50,0.0212
1159,10,0.1586
1160,2585,0.048600000000000004
1161,2583,0.6479
1162,2522,0.0667
1163,1320,0.0132
1164,1560,0.0305
1165,2585,0.0345
1166,2583,0.02
1167,1302,0.2686
1168,2522,0.18030000000000002
1169,1920,0.5901
1170,10,0.17129999999999998
1171,1160,0.2084
1172,2583,0.2569
1173,2403,0.5394
1174,2583,0.0172
1175,2583,0.45880000000000004
1176,10,0.018799999999999997
1177,2280,0.0144
1178,2280,0.0317
1179,60,0.0377
1180,2060,0.0633
1181,2522,4.1775
1182,1560,0.1323
1183,1301,0.0287
1184,2705,0.023399999999999997
1185,2060,0.055099999999999996
1186,2583,0.1223
1187,1160,1.1488
1188,2583,0.0222
1189,2060,0.0085
1190,1300,0.30260000000000004
1191,2462,0.052000000000000005
1192,1560,0.0086
1193,1300,0.7219
1194,2585,0.09179999999999999
1195,2462,0.0159
1196,2583,0.2489
1197,1300,0.7742
1198,2522,4.2186
1199,50,0.006
1200,2060,0.0646
1201,2583,0.0405
1202,2060,0.061799999999999994
1203,1160,0.0189
1204,2060,0.024
1205,2705,0.0216
1206,1560,0.0216
1207,2583,1.3876
1208,1160,0.3063
1209,10,0.3774
1210,2583,0.6048
1211,10,0.016200000000000003
1212,2522,0.0915
1213,1320,0.0149
1214,1300,0.4708
1215,2583,0.0501
1216,2522,0.0418
1217,10,0.05
1218,1300,0.9853000000000001
1219,2280,0.0559
1220,1180,0.0301
1221,2583,0.6473
1222,1560,0.1906
1223,2583,0.24530000000000002
1224,1560,0.0159
1225,2705,0.0596
1226,2583,0.1924
1227,1280,0.0426
1228,1281,0.0128
1229,1560,0.0062
1230,10,0.2078
1231,1320,0.0782
1232,1920,0.1465
1233,10,0.022099999999999998
1234,1300,0.7734000000000001
1235,2280,0.021400000000000002
1236,2280,0.0661
1237,1920,0.0338
1238,1302,0.21539999999999998
1239,2583,0.3179
1240,1560,0.35009999999999997
1241,2583,1.5659999999999998
1242,10,0.2633
1243,1160,0.1048
1244,1920,0.1035
1245,1280,0.0258
1246,2522,0.23199999999999998
1247,2583,0.2575
1248,10,0.0398
1249,50,0.0297
1250,1920,0.6829999999999999
1251,1300,0.4429
1252,2583,0.4468
1253,10,0.0083
1254,2280,0.0202
1255,1940,0.0098
1256,1280,0.022799999999999997
1257,1140,0.041100000000000005
1258,2705,0.08869999999999999
1259,50,0.0165
1260,1320,0.027999999999999997
1261,10,0.0801
1262,2280,0.1501
1263,1560,0.0191
1264,60,0.7421
